4.677886888384819031e-02,-4.299263060092926025e-01,-8.917923271656036377e-02
1.232147216796875000e-02,-4.606735408306121826e-01,-5.801239237189292908e-02
2.147445641458034515e-02,-5.169052481651306152e-01,-1.629974395036697388e-01
1.944046095013618469e-02,-5.633255243301391602e-01,-2.301712147891521454e-02
8.123474568128585815e-02,-5.325188040733337402e-01,-3.880996629595756531e-02
5.347824096679687500e-02,-4.843628108501434326e-01,-2.086334303021430969e-02
3.613052517175674438e-02,-4.326179623603820801e-01,-1.153801009058952332e-01
8.733673393726348877e-02,-4.197563230991363525e-01,-1.221992522478103638e-01
5.473480373620986938e-02,-4.214317500591278076e-01,-7.847137749195098877e-02
6.017837673425674438e-02,-4.637245237827301025e-01,-1.794479340314865112e-01
5.359802395105361938e-02,-4.873535335063934326e-01,-1.210037246346473694e-01
4.612045362591743469e-02,-4.953697323799133301e-01,-1.059288010001182556e-01
9.427566826343536377e-02,-5.403549075126647949e-01,-1.341636627912521362e-01
8.386688679456710815e-02,-5.058388113975524902e-01,-1.539047211408615112e-01
7.752609252929687500e-02,-4.528373777866363525e-01,-1.243530288338661194e-01
8.566208183765411377e-02,-4.292083680629730225e-01,-9.599838405847549438e-02
6.693802028894424438e-02,-4.433853328227996826e-01,-8.188094943761825562e-02
4.121551662683486938e-02,-4.857391417026519775e-01,-1.174140945076942444e-01
4.396667703986167908e-02,-4.712623655796051025e-01,-1.354797333478927612e-01
6.119537353515625000e-02,-4.810729920864105225e-01,-1.156196594238281250e-01
7.172317802906036377e-02,-4.780815243721008301e-01,-9.139251708984375000e-02
4.390716552734375000e-02,-4.799362123012542725e-01,-1.167556792497634888e-01
6.825409084558486938e-02,-4.829269349575042725e-01,-1.238746643066406250e-01
5.993881449103355408e-02,-4.805946350097656250e-01,-1.495979279279708862e-01
2.631988562643527985e-02,-4.734756648540496826e-01,-1.126281768083572388e-01
3.288269042968750000e-03,-4.582809507846832275e-01,-9.773331135511398315e-02
-5.326080601662397385e-03,-4.536155760288238525e-01,-9.581909328699111938e-02
-1.018524169921875000e-03,-4.576828181743621826e-01,-7.290802150964736938e-02
-2.243423461914062500e-02,-4.838844239711761475e-01,-1.306945830583572388e-01
-5.509643629193305969e-02,-4.842430055141448975e-01,-1.552803069353103638e-01
-5.348129197955131531e-02,-4.804748594760894775e-01,-5.083389207720756531e-02
-5.707092210650444031e-02,-4.765266478061676025e-01,-1.120300292968750000e-01
-4.983215406537055969e-02,-4.978820979595184326e-01,-8.110275119543075562e-02
7.535553071647882462e-03,-4.759277403354644775e-01,-1.169357299804687500e-01
